Start,Close
2011-11-02,3.25
2011-11-01,3.15
2011-10-31,3.25
2011-10-30,3.27
2011-10-29,3.58
2011-10-28,3.19
2011-10-27,3.04
2011-10-26,2.77
2011-10-25,2.77
2011-10-24,2.54
2011-10-23,3.17
2011-10-22,3.16
2011-10-21,2.57
2011-10-20,2.35
2011-10-19,2.27
2011-10-18,2.42
2011-10-17,2.56
2011-10-16,3.56
2011-10-15,3.84
2011-10-14,3.99
2011-10-13,4.05
2011-10-12,4.15
2011-10-11,3.93
2011-10-10,4.1
2011-10-09,4.1
2011-10-08,4.01
2011-10-07,4.27
2011-10-06,4.73
2011-10-05,4.87
2011-10-04,4.96
2011-10-03,5.02
2011-10-02,5.03
2011-10-01,5.03
2011-09-30,5.14
2011-09-29,4.78
2011-09-28,4.77
2011-09-27,4.92
2011-09-26,4.87
2011-09-25,5.33
2011-09-24,5.47
2011-09-23,5.55
2011-09-22,5.43
2011-09-21,5.61
2011-09-20,6.11
2011-09-19,5.46
2011-09-18,5.2
2011-09-17,4.77
2011-09-16,4.82
2011-09-15,4.84
2011-09-14,5.62
2011-09-13,5.8
2011-09-12,6.08
2011-09-11,5.86
2011-09-10,4.77
2011-09-09,5.03
2011-09-08,6.53
2011-09-07,7.19
2011-09-06,6.86
2011-09-05,7.61
2011-09-04,8.18
2011-09-03,8.48
2011-09-02,8.64
2011-09-01,8.21
2011-08-31,8.2
2011-08-30,8.79
2011-08-29,8.97
2011-08-28,9.07
2011-08-27,8.59
2011-08-26,8.18
2011-08-25,9.66
2011-08-24,10.85
2011-08-23,10.94
2011-08-22,10.89
2011-08-21,11.31
2011-08-20,11.45
2011-08-19,11.65
2011-08-18,10.83
2011-08-17,10.95
2011-08-16,10.96
2011-08-15,11.15
2011-08-14,10.8
2011-08-13,10.13
2011-08-12,9.46
2011-08-11,9.46
2011-08-10,9.98
2011-08-09,9.99
2011-08-08,7.8
2011-08-07,7.9
2011-08-06,6.55
2011-08-05,9.8
2011-08-04,10.75
2011-08-03,9.26
2011-08-02,12.05
2011-08-01,13.09
2011-07-31,13.35
2011-07-30,13.53
2011-07-29,13.5
2011-07-28,13.49
2011-07-27,13.94
2011-07-26,13.88
2011-07-25,14.05
2011-07-24,13.98
2011-07-23,13.68
2011-07-22,13.7
2011-07-21,13.61
2011-07-20,13.69
2011-07-19,13.85
2011-07-18,13.48
2011-07-17,13.16
2011-07-16,13.72
2011-07-15,13.81
2011-07-14,13.99
2011-07-13,13.95
2011-07-12,14.01
2011-07-11,14.21
2011-07-10,14.9
2011-07-09,14.38
2011-07-08,14.31
2011-07-07,14.78
2011-07-06,14.78
2011-07-05,12.91
2011-07-04,13.86
2011-07-03,15.44
2011-07-02,15.4
2011-07-01,15.4
2011-06-30,16.1
2011-06-29,16.84
2011-06-28,16.95
2011-06-27,16.75
2011-06-26,16.45
2011-06-25,17.51
2011-06-24,17.51
2011-06-23,17.51
2011-06-22,17.51
2011-06-21,17.51
2011-06-20,17.51
2011-06-19,17.51
2011-06-18,16.89
2011-06-17,15.68
2011-06-16,17.0
2011-06-15,19.49
2011-06-14,19.28
2011-06-13,19.84
2011-06-12,18.55
2011-06-11,14.65
2011-06-10,23.95
2011-06-09,28.92
2011-06-08,29.6
2011-06-07,23.92
2011-06-06,18.55
2011-06-05,16.7
2011-06-04,18.89
2011-06-03,14.29
2011-06-02,10.6
2011-06-01,9.57
2011-05-31,8.74
2011-05-30,8.8
2011-05-29,8.43
2011-05-28,8.3
2011-05-27,8.5
2011-05-26,8.8
2011-05-25,8.4
2011-05-24,7.42
2011-05-23,7.15
2011-05-22,6.69
2011-05-21,6.12
2011-05-20,5.59
2011-05-19,6.8
2011-05-18,6.88
2011-05-17,7.19
2011-05-16,8.03
2011-05-15,6.99
2011-05-14,7.2
2011-05-13,8.2
2011-05-12,6.3
2011-05-11,5.5
2011-05-10,5.81
2011-05-09,3.8
2011-05-08,3.87
2011-05-07,3.64
2011-05-06,3.45
2011-05-05,3.33
2011-05-04,3.41
2011-05-03,3.41
2011-05-02,3.2
2011-05-01,3.03
2011-04-30,3.5
2011-04-29,2.88
2011-04-28,2.21
2011-04-27,1.9
2011-04-26,1.79
2011-04-25,1.56
2011-04-24,1.63
2011-04-23,1.7
2011-04-22,1.41
2011-04-21,1.21
2011-04-20,1.14
2011-04-19,1.2
2011-04-18,1.16
2011-04-17,1.11
2011-04-16,1.05
2011-04-15,0.99
2011-04-14,1.0
2011-04-13,0.92
2011-04-12,0.86
2011-04-11,0.77
2011-04-10,0.74
2011-04-09,0.73
2011-04-08,0.75
2011-04-07,0.75
2011-04-06,0.74
2011-04-05,0.71
2011-04-04,0.68
2011-04-03,0.78
2011-04-02,0.78
2011-04-01,0.77
2011-03-31,0.78
2011-03-30,0.79
2011-03-29,0.79
2011-03-28,0.8
2011-03-27,0.82
2011-03-26,0.86
2011-03-25,0.88
2011-03-24,0.87
2011-03-23,0.85
2011-03-22,0.81
2011-03-21,0.76
2011-03-20,0.74
2011-03-19,0.77
2011-03-18,0.82
2011-03-17,0.83
2011-03-16,0.86
2011-03-15,0.87
2011-03-14,0.89
2011-03-13,0.89
2011-03-12,0.92
2011-03-11,0.88
2011-03-10,0.93
2011-03-09,0.86
2011-03-08,0.87
2011-03-07,0.89
2011-03-06,0.9
2011-03-05,0.91
2011-03-04,0.9
2011-03-03,0.94
2011-03-02,0.94
2011-03-01,0.92
2011-02-28,0.86
2011-02-27,0.89
2011-02-26,0.96
2011-02-25,0.91
2011-02-24,1.0
2011-02-23,0.9
2011-02-22,0.87
2011-02-21,0.83
2011-02-20,0.85
2011-02-19,0.95
2011-02-18,0.9
2011-02-17,1.04
2011-02-16,1.04
2011-02-15,1.05
2011-02-14,1.07
2011-02-13,1.05
2011-02-12,1.08
2011-02-11,1.07
2011-02-10,0.98
2011-02-09,1.09
2011-02-08,0.92
2011-02-07,0.89
2011-02-06,0.9
2011-02-05,0.92
2011-02-04,0.81
2011-02-03,0.69
2011-02-02,0.72
2011-02-01,0.7
2011-01-31,0.52
2011-01-30,0.48
2011-01-29,0.44
2011-01-28,0.45
2011-01-27,0.42
2011-01-26,0.42
2011-01-25,0.41
2011-01-24,0.42
2011-01-23,0.44
2011-01-22,0.44
2011-01-21,0.42
2011-01-20,0.39
2011-01-19,0.31
2011-01-18,0.31
2011-01-17,0.35
2011-01-16,0.39
2011-01-15,0.39
2011-01-14,0.4
2011-01-13,0.32
2011-01-12,0.32
2011-01-11,0.33
2011-01-10,0.33
2011-01-09,0.32
2011-01-08,0.32
2011-01-07,0.32
2011-01-06,0.3
2011-01-05,0.3
2011-01-04,0.3
2011-01-03,0.29
2011-01-02,0.3
2011-01-01,0.3
2010-12-31,0.3
2010-12-30,0.3
2010-12-29,0.3
2010-12-28,0.28
2010-12-27,0.27
2010-12-26,0.27
2010-12-25,0.25
2010-12-24,0.25
2010-12-23,0.25
2010-12-22,0.25
2010-12-21,0.24
2010-12-20,0.27
2010-12-19,0.24
2010-12-18,0.24
2010-12-17,0.24
2010-12-16,0.25
2010-12-15,0.24
2010-12-14,0.25
2010-12-13,0.23
2010-12-12,0.22
2010-12-11,0.23
2010-12-10,0.2
2010-12-09,0.2
2010-12-08,0.24
2010-12-07,0.23
2010-12-06,0.2
2010-12-05,0.19
2010-12-04,0.2
2010-12-03,0.25
2010-12-02,0.26
2010-12-01,0.23
2010-11-30,0.21
2010-11-29,0.23
2010-11-28,0.27
2010-11-27,0.28
2010-11-26,0.28
2010-11-25,0.28
2010-11-24,0.28
2010-11-23,0.28
2010-11-22,0.29
2010-11-21,0.28
2010-11-20,0.28
2010-11-19,0.28
2010-11-18,0.27
2010-11-17,0.23
2010-11-16,0.22
2010-11-15,0.27
2010-11-14,0.28
2010-11-13,0.28
2010-11-12,0.27
2010-11-11,0.22
2010-11-10,0.24
2010-11-09,0.21
2010-11-08,0.24
2010-11-07,0.34
2010-11-06,0.39
2010-11-05,0.26
2010-11-04,0.23
2010-11-03,0.19
2010-11-02,0.19
2010-11-01,0.2
2010-10-31,0.19
2010-10-30,0.2
2010-10-29,0.19
2010-10-28,0.17
2010-10-27,0.19
2010-10-26,0.15
2010-10-25,0.13
2010-10-24,0.12
2010-10-23,0.11
2010-10-22,0.1
2010-10-21,0.11
2010-10-20,0.1
2010-10-19,0.1
2010-10-18,0.1
2010-10-17,0.1
2010-10-16,0.1
2010-10-15,0.1
2010-10-14,0.1
2010-10-13,0.1
2010-10-12,0.09
2010-10-11,0.1
2010-10-10,0.1
2010-10-09,0.09
2010-10-08,0.09
2010-10-07,0.07
2010-10-06,0.06
2010-10-05,0.06
2010-10-04,0.06
2010-10-03,0.06
2010-10-02,0.06
2010-10-01,0.06
2010-09-30,0.06
2010-09-29,0.06
2010-09-28,0.06
2010-09-27,0.06
2010-09-26,0.06
2010-09-25,0.06
2010-09-24,0.06
2010-09-23,0.06
2010-09-22,0.06
2010-09-21,0.06
2010-09-20,0.06
2010-09-19,0.06
2010-09-18,0.06
2010-09-17,0.06
2010-09-16,0.06
2010-09-15,0.06
2010-09-14,0.06
2010-09-13,0.06
2010-09-12,0.06
2010-09-11,0.06
2010-09-10,0.06
2010-09-09,0.06
2010-09-08,0.06
2010-09-07,0.06
2010-09-06,0.06
2010-09-05,0.06
2010-09-04,0.06
2010-09-03,0.06
2010-09-02,0.06
2010-09-01,0.06
2010-08-31,0.06
2010-08-30,0.07
2010-08-29,0.06
2010-08-28,0.06
2010-08-27,0.07
2010-08-26,0.06
2010-08-25,0.06
2010-08-24,0.07
2010-08-23,0.06
2010-08-22,0.07
2010-08-21,0.07
2010-08-20,0.07
2010-08-19,0.07
2010-08-18,0.07
2010-08-17,0.07
2010-08-16,0.07
2010-08-15,0.07
2010-08-14,0.07
2010-08-13,0.06
2010-08-12,0.07
2010-08-11,0.07
2010-08-10,0.07
2010-08-09,0.07
2010-08-08,0.06
2010-08-07,0.06
2010-08-06,0.06
2010-08-05,0.06
2010-08-04,0.06
2010-08-03,0.06
2010-08-02,0.06
2010-08-01,0.06
2010-07-31,0.07
2010-07-30,0.06
2010-07-29,0.07
2010-07-28,0.06
2010-07-27,0.06
2010-07-26,0.06
2010-07-25,0.05
2010-07-24,0.05
2010-07-23,0.06
2010-07-22,0.05
2010-07-21,0.08
2010-07-20,0.07
2010-07-19,0.08
2010-07-18,0.09
2010-07-17,0.05
